game_date,player,player_id,team_abbr,opponent_abbr,market,line,over_odds,under_odds,over_book,under_book,sportsbook_count,game_total,spread,source_pick,source_projection,source_odds,source_book,source_market,source_url,source_event_id,source_away_abbr,source_home_abbr,game_time_et,line_last_updated,source_status,team_resolution_status
2026-05-27,Bridget Carleton,3906972,POR,CON,PTS,14.5,,-110,,,1,166.5,6.5,UNDER,9.5,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/connecticut-sun-portland-fire-scores-odds-picks-props-may-27-2026/36681824-5555-4c2e-8a10-745e24f8a2a0,,CON,POR,10:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
2026-05-27,Emily Engstler,4398729,POR,CON,PR,13.5,,100,,,1,166.5,6.5,UNDER,11.0,100,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/connecticut-sun-portland-fire-scores-odds-picks-props-may-27-2026/36681824-5555-4c2e-8a10-745e24f8a2a0,,CON,POR,10:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
2026-05-27,Emily Engstler,4398729,POR,CON,PTS,9.5,,-130,,,1,166.5,6.5,UNDER,6.9,-130,FanDuel,Points,https://www.sportsgrid.com/wnba/game/connecticut-sun-portland-fire-scores-odds-picks-props-may-27-2026/36681824-5555-4c2e-8a10-745e24f8a2a0,,CON,POR,10:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
2026-05-27,Natisha Hiedeman,3906753,SEA,WSH,PTS,13.5,,-110,,,1,160.5,2.5,UNDER,11.5,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/washington-mystics-seattle-storm-scores-odds-picks-props-may-27-2026/6fe845e2-622d-4503-8209-10de126f0d4c,,WSH,SEA,10:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
2026-05-27,Shakira Austin,4398911,WSH,SEA,PR,22.5,,-110,,,1,160.5,2.5,UNDER,18.7,-110,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/washington-mystics-seattle-storm-scores-odds-picks-props-may-27-2026/6fe845e2-622d-4503-8209-10de126f0d4c,,WSH,SEA,10:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
2026-05-27,Shakira Austin,4398911,WSH,SEA,PTS,14.5,,-110,,,1,160.5,2.5,UNDER,12.0,-110,FanDuel,Points,https://www.sportsgrid.com/wnba/game/washington-mystics-seattle-storm-scores-odds-picks-props-may-27-2026/6fe845e2-622d-4503-8209-10de126f0d4c,,WSH,SEA,10:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
2026-05-27,Jonquel Jones,2999101,NY,PHX,PR,21.5,,-106,,,1,168.5,4.5,UNDER,18.6,-106,FanDuel,Pts + Reb,https://www.sportsgrid.com/wnba/game/phoenix-mercury-new-york-liberty-scores-odds-picks-props-may-27-2026/c93d15ed-876b-42f9-a148-2a15a1cb1874,,PHX,NY,7:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
2026-05-27,Jonquel Jones,2999101,NY,PHX,PTS,13.5,,-122,,,1,168.5,4.5,UNDER,11.2,-122,FanDuel,Points,https://www.sportsgrid.com/wnba/game/phoenix-mercury-new-york-liberty-scores-odds-picks-props-may-27-2026/c93d15ed-876b-42f9-a148-2a15a1cb1874,,PHX,NY,7:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
2026-05-27,Kahleah Copper,2998938,PHX,NY,THREES,1.5,,114,,,1,168.5,4.5,UNDER,1.0,114,FanDuel,3 Point FG Made,https://www.sportsgrid.com/wnba/game/phoenix-mercury-new-york-liberty-scores-odds-picks-props-may-27-2026/c93d15ed-876b-42f9-a148-2a15a1cb1874,,PHX,NY,7:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
2026-05-27,Brittney Sykes,2988756,TOR,CHI,PA,24.5,,-130,,,1,171.5,5.5,UNDER,17.9,-130,FanDuel,Pts + Ast,https://www.sportsgrid.com/wnba/game/toronto-tempo-chicago-sky-scores-odds-picks-props-may-27-2026/625c864a-98bd-432b-9827-2c156b48b8e7,,TOR,CHI,8:00 PM,2026-05-27T18:13:01Z,live_current,source_game_match
