model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
CANDIDATE,,D,0.37945,Azura Stevens,CHI,Chicago Sky,LV,Las Vegas Aces,AST,OVER,2.5,3.018,0.518,0.56757,0.53543,0.03214,27.16,79,NAN,2.66,,draftkings,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,source_projection_near_line,
CANDIDATE,,C,0.62157,Azura Stevens,CHI,Chicago Sky,LV,Las Vegas Aces,PA,OVER,13.5,17.306,3.806,0.61194,0.54545,0.06648,27.16,79,OVER,18.1,-120.0,nan,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-las-vegas-aces-scores-odds-picks-props-july-03-2026/4f0b91ef-15f6-4a7d-af9c-fcf1279250a1,combo_market_correlation|single_side_price|thin_market_count,below_expanded_probability
CANDIDATE,,D,0.44842,Azura Stevens,CHI,Chicago Sky,LV,Las Vegas Aces,PR,OVER,18.5,20.657,2.157,0.54821,0.47199,0.07622,27.16,79,NAN,19.39,,bet365,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation,
CANDIDATE,,C,0.62283,Azura Stevens,CHI,Chicago Sky,LV,Las Vegas Aces,PTS,OVER,10.5,13.974,3.474,0.61582,0.56897,0.04686,27.16,79,OVER,14.3,-132.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-las-vegas-aces-scores-odds-picks-props-july-03-2026/4f0b91ef-15f6-4a7d-af9c-fcf1279250a1,single_side_price|thin_market_count,below_expanded_probability
CANDIDATE,,D,0.0,Azura Stevens,CHI,Chicago Sky,LV,Las Vegas Aces,THREES,UNDER,1.5,1.799,0.299,0.51506,,,27.16,79,OVER,2.0,162.0,nan,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/chicago-sky-las-vegas-aces-scores-odds-picks-props-july-03-2026/4f0b91ef-15f6-4a7d-af9c-fcf1279250a1,no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count,
CANDIDATE,,B,0.71899,Courtney Vandersloot,CHI,Chicago Sky,LV,Las Vegas Aces,AST,OVER,3.5,4.889,1.389,0.64801,0.59046,0.05755,18.3,56,NAN,4.02,,fanduel,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,same_game_concentration|volatile_minutes,
CANDIDATE,,D,0.26687,Courtney Vandersloot,CHI,Chicago Sky,LV,Las Vegas Aces,PA,OVER,10.5,12.082,1.582,0.57852,0.48085,0.09767,18.3,56,NAN,10.14,,fanduel,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement|volatile_minutes,
CANDIDATE,,D,0.28847,Gabriela Jaquez,CHI,Chicago Sky,LV,Las Vegas Aces,REB,OVER,3.5,3.691,0.191,0.52818,0.5,0.02818,20.42,17,NAN,4.05,,fanduel,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,,
CANDIDATE,,D,0.0,Kamilla Cardoso,CHI,Chicago Sky,LV,Las Vegas Aces,AST,UNDER,2.5,2.187,-0.313,0.5455,0.58159,-0.03609,27.03,97,NAN,2.55,,draftkings,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,single_side_price|source_projection_disagreement|source_projection_near_line|thin_market_count,
CANDIDATE,,C,0.63402,Kamilla Cardoso,CHI,Chicago Sky,LV,Las Vegas Aces,PA,OVER,15.5,19.004,3.504,0.63694,0.50213,0.1348,27.03,97,NAN,15.53,,fanduel,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_near_line,
