model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.0,Jordin Canada,ATL,Atlanta Dream,PHX,Phoenix Mercury,PTS,UNDER,10.5,10.202,-0.298,0.53871,,,31.52,85,OVER,12.6,-106.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/phoenix-mercury-atlanta-dream-scores-odds-picks-props-august-05-2026/10724ada-d108-4b6f-b7d8-15a54413328f,no_price_edge|single_side_price|source_pick_disagreement|source_projection_disagreement|thin_market_count,single_side_price_excluded
CANDIDATE,,C,0.62789,Arike Ogunbowale,DAL,Dallas Wings,WSH,Washington Mystics,PA,OVER,18.5,22.167,3.667,0.62606,0.52381,0.10225,30.93,101,OVER,21.8,-110.0,FanDuel,Pts + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/dallas-wings-washington-mystics-scores-odds-picks-props-august-05-2026/a2b1c357-5712-42b5-ba09-7b5bb5ca2018,combo_market_correlation|single_side_price|thin_market_count,max_per_player
CANDIDATE,,B,0.67141,Arike Ogunbowale,DAL,Dallas Wings,WSH,Washington Mystics,PRA,OVER,21.5,26.25,4.75,0.63972,0.53271,0.10701,30.93,101,OVER,26.1,-114.0,FanDuel,Pts + Reb + Ast,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/dallas-wings-washington-mystics-scores-odds-picks-props-august-05-2026/a2b1c357-5712-42b5-ba09-7b5bb5ca2018,combo_market_correlation|single_side_price|thin_market_count,max_per_player
SELECTED,4,B,0.70968,Arike Ogunbowale,DAL,Dallas Wings,WSH,Washington Mystics,PTS,OVER,14.5,17.961,3.461,0.64736,0.54128,0.10607,30.93,101,OVER,17.2,-118.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/dallas-wings-washington-mystics-scores-odds-picks-props-august-05-2026/a2b1c357-5712-42b5-ba09-7b5bb5ca2018,single_side_price|thin_market_count,
COVERAGE,,D,0.51215,Cameron Brink,LA,Los Angeles Sparks,CHI,Chicago Sky,PTS,UNDER,9.5,7.631,-1.869,0.57825,0.52381,0.05444,18.81,58,UNDER,6.5,-110.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-chicago-sky-scores-odds-picks-props-august-05-2026/54c2bb40-b3c8-4e6e-92fa-54b74ee8bb34,single_side_price|thin_market_count,below_consensus_probability
COVERAGE,,D,0.43497,Erica Wheeler,LA,Los Angeles Sparks,CHI,Chicago Sky,PTS,OVER,9.5,11.03,1.53,0.57905,0.54955,0.0295,26.94,120,OVER,11.5,-122.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-chicago-sky-scores-odds-picks-props-august-05-2026/54c2bb40-b3c8-4e6e-92fa-54b74ee8bb34,single_side_price|thin_market_count,below_consensus_probability
SELECTED,3,B,0.71951,Rae Burrell,LA,Los Angeles Sparks,CHI,Chicago Sky,THREES,OVER,1.5,2.034,0.534,0.65087,0.5098,0.14107,29.5,97,OVER,2.2,-104.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/los-angeles-sparks-chicago-sky-scores-odds-picks-props-august-05-2026/54c2bb40-b3c8-4e6e-92fa-54b74ee8bb34,single_side_price|thin_market_count,
COVERAGE,,D,0.48813,Breanna Stewart,NY,New York Liberty,SEA,Seattle Storm,PTS,UNDER,22.5,19.913,-2.587,0.59156,0.5614,0.03015,33.55,123,UNDER,18.5,-128.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/seattle-storm-new-york-liberty-scores-odds-picks-props-august-05-2026/3a5c840b-8a5f-44ed-84bf-ca5afbaff90e,single_side_price|thin_market_count,below_consensus_probability
CANDIDATE,,C,0.60741,Kelsey Plum,PHX,Phoenix Mercury,ATL,Atlanta Dream,PTS,OVER,16.5,18.94,2.44,0.61187,0.4902,0.12168,30.58,106,OVER,19.2,104.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/phoenix-mercury-atlanta-dream-scores-odds-picks-props-august-05-2026/10724ada-d108-4b6f-b7d8-15a54413328f,single_side_price|thin_market_count,max_per_player
SELECTED,2,A,0.74869,Kelsey Plum,PHX,Phoenix Mercury,ATL,Atlanta Dream,THREES,OVER,1.5,2.369,0.869,0.66265,0.61538,0.04727,30.58,106,OVER,2.4,-160.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/phoenix-mercury-atlanta-dream-scores-odds-picks-props-august-05-2026/10724ada-d108-4b6f-b7d8-15a54413328f,single_side_price|thin_market_count,
COVERAGE,,D,0.19454,Natisha Hiedeman,SEA,Seattle Storm,NY,New York Liberty,PTS,UNDER,16.5,16.259,-0.241,0.50401,0.53271,-0.0287,30.22,141,UNDER,14.5,-114.0,FanDuel,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/seattle-storm-new-york-liberty-scores-odds-picks-props-august-05-2026/3a5c840b-8a5f-44ed-84bf-ca5afbaff90e,single_side_price|thin_market_count,below_consensus_probability
SELECTED,1,B,0.73062,Natisha Hiedeman,SEA,Seattle Storm,NY,New York Liberty,THREES,UNDER,2.5,1.799,-0.701,0.66588,0.62406,0.04182,30.22,141,UNDER,1.5,-166.0,FanDuel,3 Point FG Made,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/seattle-storm-new-york-liberty-scores-odds-picks-props-august-05-2026/3a5c840b-8a5f-44ed-84bf-ca5afbaff90e,single_side_price|thin_market_count,
