model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
SELECTED,1,B,0.72875,Arike Ogunbowale,DAL,Dallas Wings,SEA,Seattle Storm,PTS,UNDER,15.5,10.411,-5.089,0.64908,0.5,0.14908,29.35,79,UNDER,9.8,100.0,nan,Points,live_current,source_game_match,https://www.sportsgrid.com/wnba/game/seattle-storm-dallas-wings-scores-odds-picks-props-june-01-2026/bcbd969d-5eee-4acc-9cce-84c88637783d,blowout_spread|single_side_price|thin_market_count,
COVERAGE,,D,0.08401,Arike Ogunbowale,DAL,Dallas Wings,SEA,Seattle Storm,THREES,UNDER,1.5,1.535,0.035,0.51077,0.44436,0.06641,29.35,79,NAN,1.66,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,source_projection_disagreement|source_projection_near_line,
COVERAGE,,D,0.04137,Awak Kuier,DAL,Dallas Wings,SEA,Seattle Storm,PR,OVER,11.5,12.005,0.505,0.52153,0.51012,0.01141,17.06,8,NAN,,,fanduel,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|missing_source_projection|volatile_minutes,
COVERAGE,,D,0.15395,Awak Kuier,DAL,Dallas Wings,SEA,Seattle Storm,PTS,OVER,7.5,8.115,0.615,0.52863,0.4918,0.03683,17.06,8,NAN,,,fanduel,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,missing_source_projection|volatile_minutes,
COVERAGE,,D,0.11048,Awak Kuier,DAL,Dallas Wings,SEA,Seattle Storm,REB,OVER,3.5,3.903,0.403,0.53964,0.59046,-0.05082,17.06,8,NAN,,,fanduel,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,missing_source_projection|volatile_minutes,
COVERAGE,,D,0.40063,Azzi Fudd,DAL,Dallas Wings,SEA,Seattle Storm,AST,UNDER,2.5,1.648,-0.852,0.62011,0.64664,-0.02654,28.14,9,NAN,1.84,,draftkings,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,single_side_price|thin_market_count|volatile_minutes,
COVERAGE,,D,0.09341,Azzi Fudd,DAL,Dallas Wings,SEA,Seattle Storm,PA,UNDER,16.5,16.327,-0.173,0.53724,0.47423,0.06302,28.14,9,NAN,17.36,,draftkings,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.05716,Azzi Fudd,DAL,Dallas Wings,SEA,Seattle Storm,PR,UNDER,16.5,16.637,0.137,0.52902,0.47539,0.05363,28.14,9,NAN,18.09,,draftkings,PR,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-rebounds,combo_market_correlation|source_projection_disagreement|volatile_minutes,
COVERAGE,,D,0.09337,Azzi Fudd,DAL,Dallas Wings,SEA,Seattle Storm,PRA,UNDER,19.5,18.291,-1.209,0.56095,0.5053,0.05565,28.14,9,NAN,19.93,,fanduel,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|source_projection_disagreement|source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.11815,Azzi Fudd,DAL,Dallas Wings,SEA,Seattle Storm,REB,UNDER,2.5,1.963,-0.537,0.59906,0.58459,0.01446,28.14,9,NAN,2.57,,draftkings,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_disagreement|source_projection_near_line|volatile_minutes,
