model_action,selected_rank,tier,final_score,player,team,team_name,opponent,opponent_name,market,side,line,projected_value,line_gap,model_probability,fair_probability,price_edge,projected_minutes,sample_size,source_pick,source_projection,source_odds,source_book,source_market,source_status,team_resolution_status,source_url,risk_flags,rejection_reason
COVERAGE,,D,0.325,Gabriela Jaquez,CHI,Chicago Sky,DAL,Dallas Wings,REB,OVER,4.5,5.244,0.744,0.5637,0.52381,0.03989,27.19,6,NAN,5.03,,hardrock,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,low_player_sample|thin_player_history|volatile_minutes,
COVERAGE,,D,0.29867,Kamilla Cardoso,CHI,Chicago Sky,DAL,Dallas Wings,AST,UNDER,2.5,2.1,-0.4,0.55159,0.5692,-0.01762,25.79,82,NAN,2.08,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,volatile_minutes,
COVERAGE,,C,0.59702,Kamilla Cardoso,CHI,Chicago Sky,DAL,Dallas Wings,PA,UNDER,16.5,13.754,-2.746,0.61289,0.47368,0.13921,25.79,82,NAN,15.88,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|volatile_minutes,below_expanded_probability
SELECTED,6,B,0.69357,Kamilla Cardoso,CHI,Chicago Sky,DAL,Dallas Wings,PRA,UNDER,27.5,23.003,-4.497,0.64456,0.5,0.14456,25.79,82,NAN,26.18,,bet365,PRA,live_current,current_roster_match,"https://www.scoresandodds.com/wnba/props/points,-rebounds,-&-assists",combo_market_correlation|volatile_minutes,
CANDIDATE,,B,0.69224,Kamilla Cardoso,CHI,Chicago Sky,DAL,Dallas Wings,PTS,UNDER,14.5,11.65,-2.85,0.63774,0.49781,0.13994,25.79,82,NAN,13.8,,fanduel,PTS,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points,volatile_minutes,portfolio_full
COVERAGE,,D,0.47724,Kamilla Cardoso,CHI,Chicago Sky,DAL,Dallas Wings,RA,UNDER,12.5,11.34,-1.16,0.59808,0.48428,0.1138,25.79,82,NAN,12.38,,bet365,RA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds-&-assists,combo_market_correlation|source_projection_near_line|volatile_minutes,
COVERAGE,,C,0.60315,Kamilla Cardoso,CHI,Chicago Sky,DAL,Dallas Wings,REB,UNDER,10.5,9.239,-1.261,0.63278,0.54,0.09278,25.79,82,NAN,10.3,,caesars,REB,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/rebounds,source_projection_near_line|volatile_minutes,
COVERAGE,,D,0.1894,Natasha Cloud,CHI,Chicago Sky,DAL,Dallas Wings,AST,UNDER,4.5,4.494,-0.006,0.50837,0.52302,-0.01465,28.06,91,NAN,3.97,,bet365,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,volatile_minutes,
COVERAGE,,D,0.26175,Natasha Cloud,CHI,Chicago Sky,DAL,Dallas Wings,PA,UNDER,14.5,14.323,-0.177,0.51544,0.47368,0.04176,28.06,91,NAN,13.98,,bet365,PA,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/points-&-assists,combo_market_correlation|volatile_minutes,
COVERAGE,,D,0.3844,Rachel Banham,CHI,Chicago Sky,DAL,Dallas Wings,THREES,UNDER,1.5,1.268,-0.232,0.5323,0.44944,0.08286,19.7,91,NAN,1.02,,bet365,THREES,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/3-pointers,volatile_minutes,
COVERAGE,,D,0.28329,Skylar Diggins,CHI,Chicago Sky,DAL,Dallas Wings,AST,OVER,5.5,5.678,0.178,0.55491,0.55426,0.00065,26.34,96,NAN,6.14,,hardrock,AST,live_current,current_roster_match,https://www.scoresandodds.com/wnba/props/assists,volatile_minutes,
